"iso3","country","tech","supply_chain","base_score","base_index","score_v0"
"AUS","Australia","Coal","Upstream",7.08581861722977,0.780202769839675,7.08581861722977
"AUS","Australia","Electric Grid","Midstream",14.7459761523769,0.536866001637926,14.7459761523769
"AUS","Australia","Electric Grid","Upstream",4.65854890890351,0.486100377805714,4.65854890890351
"AUS","Australia","Electric Vehicles","Midstream",17.237110471934,0.585786437626905,17.237110471934
"AUS","Australia","Electric Vehicles","Upstream",0.200123055882082,0.465351654086268,0.200123055882082
"AUS","Australia","Gas","Midstream",-13.7924953298033,0,-13.7924953298033
"AUS","Australia","Gas","Upstream",3.35653209628711,0.4116068518978,3.35653209628711
"AUS","Australia","Nuclear","Midstream",-0.548462657173484,0.145482688424936,-0.548462657173484
"AUS","Australia","Nuclear","Upstream",0.200123055882082,0.465351654086268,0.200123055882082
"AUS","Australia","Oil","Midstream",-11.2392492078621,0,-11.2392492078621
"AUS","Australia","Oil","Upstream",5.56342371739029,0.453835133325407,5.56342371739029
"AUS","Australia","Semiconductors","Midstream",11.6850055509008,0.633974596215561,11.6850055509008
"AUS","Australia","Semiconductors","Upstream",0.200123055882082,0.465351654086268,0.200123055882082
"AUS","Australia","Solar","Midstream",14.7548502279122,0.64876495277524,14.7548502279122
"AUS","Australia","Solar","Upstream",0.200123055882082,0.465351654086268,0.200123055882082
"AUS","Australia","Wind","Midstream",10.0873976543911,0.479696304861925,10.0873976543911
"AUS","Australia","Wind","Upstream",0.200123055882082,0.465351654086268,0.200123055882082
"AUT","Austria","Batteries","Midstream",30.0308566999799,0.653674689241878,30.0308566999799
"AUT","Austria","Batteries","Upstream",0.367217660834263,0.746445179724876,0.367217660834263
"AUT","Austria","Coal","Midstream",6.73308018233819,0.640580680673345,6.73308018233819
"AUT","Austria","Coal","Upstream",3.25386444746075,0.51471862576143,3.25386444746075
"AUT","Austria","Electric Grid","Midstream",17.6091669241824,0.657567837407571,17.6091669241824
"AUT","Austria","Electric Grid","Upstream",14.2458766217675,0.680548590255381,14.2458766217675
"AUT","Austria","Electric Vehicles","Midstream",17.6638352826068,0.600578174773063,17.6638352826068
"AUT","Austria","Electric Vehicles","Upstream",0.367217660834263,0.746445179724876,0.367217660834263
"AUT","Austria","Gas","Midstream",10.266140593833,0.636100933916093,10.266140593833
"AUT","Austria","Gas","Upstream",6.96216429097211,0.59630178390216,6.96216429097211
"AUT","Austria","Nuclear","Midstream",8.31975279789567,0.724112761848388,8.31975279789567
"AUT","Austria","Nuclear","Upstream",0.367217660834263,0.746445179724876,0.367217660834263
"AUT","Austria","Oil","Midstream",10.0104219510238,0.580825384722715,10.0104219510238
"AUT","Austria","Oil","Upstream",7.20645890025981,0.524708076384087,7.20645890025981
"AUT","Austria","Semiconductors","Midstream",12.8987196468708,0.670554234146591,12.8987196468708
"AUT","Austria","Semiconductors","Upstream",0.367217660834263,0.746445179724876,0.367217660834263
"AUT","Austria","Solar","Midstream",14.4335885459448,0.63191857133513,14.4335885459448
"AUT","Austria","Solar","Upstream",0.367217660834263,0.746445179724876,0.367217660834263
"AUT","Austria","Wind","Midstream",13.8654288278669,0.62982056248641,13.8654288278669
"AUT","Austria","Wind","Upstream",0.367217660834263,0.746445179724876,0.367217660834263
"BEL","Belgium","Batteries","Midstream",32.2998504417626,0.715098098188259,32.2998504417626
"BEL","Belgium","Batteries","Upstream",0.339757764661904,0.673954611060996,0.339757764661904
"BEL","Belgium","Coal","Midstream",6.9632012494011,0.668630377124394,6.9632012494011
"BEL","Belgium","Coal","Upstream",3.37419232071067,0.544466578219748,3.37419232071067
"BEL","Belgium","Electric Grid","Midstream",17.8845079719381,0.666666666666667,17.8845079719381
"BEL","Belgium","Electric Grid","Upstream",12.2676465520804,0.64269027097786,12.2676465520804
"BEL","Belgium","Electric Vehicles","Midstream",17.4296037930256,0.593121801145489,17.4296037930256
"BEL","Belgium","Electric Vehicles","Upstream",0.339757764661904,0.673954611060996,0.339757764661904
"BEL","Belgium","Gas","Midstream",10.5716686428138,0.653674689241878,10.5716686428138
"BEL","Belgium","Gas","Upstream",7.67906629312116,0.620976098982914,7.67906629312116
"BEL","Belgium","Nuclear","Midstream",7.76757421332827,0.71180042999104,7.76757421332827
"BEL","Belgium","Nuclear","Upstream",0.339757764661904,0.673954611060996,0.339757764661904
"BEL","Belgium","Oil","Midstream",11.0389725959584,0.662889246337087,11.0389725959584
"BEL","Belgium","Oil","Upstream",9.60199899790463,0.668630377124394,9.60199899790463
"BEL","Belgium","Semiconductors","Midstream",11.1593502060023,0.617217781462681,11.1593502060023
"BEL","Belgium","Semiconductors","Upstream",0.339757764661904,0.673954611060996,0.339757764661904
"BEL","Belgium","Solar","Midstream",14.6842986284066,0.640224749843745,14.6842986284066
"BEL","Belgium","Solar","Upstream",0.339757764661904,0.673954611060996,0.339757764661904
"BEL","Belgium","Wind","Midstream",14.3332139354246,0.684161339986303,14.3332139354246
"BEL","Belgium","Wind","Upstream",0.339757764661904,0.673954611060996,0.339757764661904
"BGD","Bangladesh","Batteries","Midstream",7.57709232687158,0.396423049961671,7.57709232687158
"BGD","Bangladesh","Coal","Midstream",-0.50522900080711,0.106762322686098,-0.50522900080711
"BGD","Bangladesh","Coal","Upstream",-0.552646661154188,0,-0.552646661154188
"BGD","Bangladesh","Electric Grid","Midstream",4.03412874694921,0.359775250156255,4.03412874694921
"BGD","Bangladesh","Electric Grid","Upstream",-0.348079782274511,0.106087853902519,-0.348079782274511
"BGD","Bangladesh","Electric Vehicles","Midstream",6.86579223832405,0.359775250156255,6.86579223832405
"BGD","Bangladesh","Gas","Midstream",0.563777073596944,0.296375092439239,0.563777073596944
"BGD","Bangladesh","Gas","Upstream",-0.486945048715522,0.107450350925266,-0.486945048715522
"BGD","Bangladesh","Nuclear","Midstream",-0.49269178567498,0.173582413185934,-0.49269178567498
"BGD","Bangladesh","Oil","Midstream",4.74218654901717,0.41171425595858,4.74218654901717
"BGD","Bangladesh","Oil","Upstream",8.64255752747056,0.631803130772543,8.64255752747056
"BGD","Bangladesh","Semiconductors","Midstream",-1.22852535330113,0,-1.22852535330113
"BGD","Bangladesh","Solar","Midstream",0.710045067542444,0.242908593922482,0.710045067542444
"BGD","Bangladesh","Wind","Midstream",1.87872918009789,0.283300394099019,1.87872918009789
"BGR","Bulgaria","Batteries","Midstream",25.7976461230852,0.58828574404142,25.7976461230852
"BGR","Bulgaria","Batteries","Upstream",0.334349450853109,0.639355090267276,0.334349450853109
"BGR","Bulgaria","Coal","Midstream",6.28801131741464,0.58322994576116,6.28801131741464
"BGR","Bulgaria","Coal","Upstream",3.6235281440899,0.643210827674669,3.6235281440899
"BGR","Bulgaria","Electric Grid","Midstream",15.2516941573118,0.550510257216822,15.2516941573118
"BGR","Bulgaria","Electric Grid","Upstream",8.86852018458188,0.541960108450192,8.86852018458188
"BGR","Bulgaria","Electric Vehicles","Midstream",13.6592016432506,0.469891215330285,13.6592016432506
"BGR","Bulgaria","Electric Vehicles","Upstream",0.334349450853109,0.639355090267276,0.334349450853109
"BGR","Bulgaria","Gas","Midstream",8.99303455523655,0.530939938605593,8.99303455523655
"BGR","Bulgaria","Gas","Upstream",5.26154319158518,0.514297395171926,5.26154319158518
"BGR","Bulgaria","Nuclear","Midstream",6.49501620567889,0.560742595339519,6.49501620567889
"BGR","Bulgaria","Nuclear","Upstream",0.334349450853109,0.639355090267276,0.334349450853109
"BGR","Bulgaria","Oil","Midstream",9.29081619282506,0.510278314126354,9.29081619282506
"BGR","Bulgaria","Oil","Upstream",7.16389140561973,0.517627516149691,7.16389140561973
"BGR","Bulgaria","Semiconductors","Midstream",9.77444803652419,0.541960108450192,9.77444803652419
"BGR","Bulgaria","Semiconductors","Upstream",0.334349450853109,0.639355090267276,0.334349450853109
"BGR","Bulgaria","Solar","Midstream",12.2760809226334,0.543663798058556,12.2760809226334
"BGR","Bulgaria","Solar","Upstream",0.334349450853109,0.639355090267276,0.334349450853109
"BGR","Bulgaria","Wind","Midstream",12.4039868075565,0.547728267916436,12.4039868075565
"BGR","Bulgaria","Wind","Upstream",0.334349450853109,0.639355090267276,0.334349450853109
"BOL","Bolivia","Batteries","Midstream",11.2123805639709,0.4480761465989,11.2123805639709
"BOL","Bolivia","Electric Grid","Midstream",0.528289629501211,0.227729999196441,0.528289629501211
"BOL","Bolivia","Electric Vehicles","Midstream",0.470297425075696,0.169520847198537,0.470297425075696
"BOL","Bolivia","Gas","Upstream",2.41499877672265,0.387425886722793,2.41499877672265
"BOL","Bolivia","Oil","Midstream",-0.604166317846597,0.105426498228712,-0.604166317846597
"BOL","Bolivia","Oil","Upstream",1.96466654495439,0.310814242368088,1.96466654495439
"BOL","Bolivia","Semiconductors","Midstream",3.51990583332461,0.406570025507271,3.51990583332461
"BOL","Bolivia","Solar","Midstream",0.412179730452767,0.210896722059534,0.412179730452767
"BOL","Bolivia","Wind","Midstream",2.57697972461259,0.33520339912016,2.57697972461259
"BRA","Brazil","Batteries","Midstream",19.3468335236648,0.496575181789318,19.3468335236648
"BRA","Brazil","Batteries","Upstream",0.0885790469016881,0.420449861343358,0.0885790469016881
"BRA","Brazil","Coal","Midstream",10.3709222413897,0.803639594543732,10.3709222413897
"BRA","Brazil","Coal","Upstream",-0.236019679508404,0.2,-0.236019679508404
"BRA","Brazil","Electric Grid","Midstream",54.3581624553704,0.857985267977541,54.3581624553704
"BRA","Brazil","Electric Grid","Upstream",13.9928246299709,0.670554234146591,13.9928246299709
"BRA","Brazil","Electric Vehicles","Midstream",50.1684353241978,0.830479152801463,50.1684353241978
"BRA","Brazil","Electric Vehicles","Upstream",0.0885790469016881,0.420449861343358,0.0885790469016881
"BRA","Brazil","Gas","Midstream",38.2071325275358,0.894573501771288,38.2071325275358
"BRA","Brazil","Gas","Upstream",3.90489946387072,0.427050983124842,3.90489946387072
"BRA","Brazil","Nuclear","Midstream",14.9655139119238,0.854517311575064,14.9655139119238
"BRA","Brazil","Nuclear","Upstream",0.0885790469016881,0.420449861343358,0.0885790469016881
"BRA","Brazil","Oil","Midstream",37.7036864483869,0.894573501771288,37.7036864483869
"BRA","Brazil","Oil","Upstream",8.68940365156964,0.640580680673345,8.68940365156964
"BRA","Brazil","Semiconductors","Midstream",13.8209999109172,0.680548590255381,13.8209999109172
"BRA","Brazil","Semiconductors","Upstream",0.0885790469016881,0.420449861343358,0.0885790469016881
"BRA","Brazil","Solar","Midstream",31.2667551666919,0.830479152801463,31.2667551666919
"BRA","Brazil","Solar","Upstream",0.0885790469016881,0.420449861343358,0.0885790469016881
"BRA","Brazil","Wind","Midstream",26.7564748997332,0.857142857142857,26.7564748997332
"BRA","Brazil","Wind","Upstream",0.0885790469016881,0.420449861343358,0.0885790469016881
"CAN","Canada","Batteries","Midstream",35.0477107858168,0.769673153184206,35.0477107858168
"CAN","Canada","Batteries","Upstream",0.24427526556905,0.491376746189439,0.24427526556905
"CAN","Canada","Coal","Midstream",7.7354691261351,0.71180042999104,7.7354691261351
"CAN","Canada","Coal","Upstream",3.34457537487073,0.529514245966467,3.34457537487073
"CAN","Canada","Electric Grid","Midstream",31.0071743099291,0.789103277940466,31.0071743099291
"CAN","Canada","Electric Grid","Upstream",20.8858526239324,0.76833752096446,20.8858526239324
"CAN","Canada","Electric Vehicles","Midstream",36.5170981386708,0.772270000803559,36.5170981386708
"CAN","Canada","Electric Vehicles","Upstream",0.24427526556905,0.491376746189439,0.24427526556905
"CAN","Canada","Gas","Midstream",14.1927628006182,0.727272727272727,14.1927628006182
"CAN","Canada","Gas","Upstream",21.7696081769598,0.892549649074734,21.7696081769598
"CAN","Canada","Nuclear","Midstream",6.5785466962755,0.575635718303508,6.5785466962755
"CAN","Canada","Nuclear","Upstream",0.24427526556905,0.491376746189439,0.24427526556905
"CAN","Canada","Oil","Midstream",12.9388276638745,0.715098098188259,12.9388276638745
"CAN","Canada","Oil","Upstream",18.4403185004495,0.854517311575064,18.4403185004495
"CAN","Canada","Semiconductors","Midstream",14.7068504668517,0.690983005625053,14.7068504668517
"CAN","Canada","Semiconductors","Upstream",0.24427526556905,0.491376746189439,0.24427526556905
"CAN","Canada","Solar","Midstream",18.2712170276227,0.743191969396941,18.2712170276227
"CAN","Canada","Solar","Upstream",0.24427526556905,0.491376746189439,0.24427526556905
"CAN","Canada","Wind","Midstream",26.4676999071289,0.829492360009905,26.4676999071289
"CAN","Canada","Wind","Upstream",0.24427526556905,0.491376746189439,0.24427526556905
"CHE","Switzerland","Batteries","Midstream",7.52445826247718,0.388562041410213,7.52445826247718
"CHE","Switzerland","Batteries","Upstream",0.13195182300076,0.45657137141714,0.13195182300076
"CHE","Switzerland","Coal","Midstream",3.41301714499752,0.453835133325407,3.41301714499752
"CHE","Switzerland","Coal","Upstream",1.8743664954443,0.416882540195038,1.8743664954443
"CHE","Switzerland","Electric Grid","Midstream",7.64079324611783,0.421440721528239,7.64079324611783
"CHE","Switzerland","Electric Grid","Upstream",3.60445920158525,0.436491673103708,3.60445920158525
"CHE","Switzerland","Electric Vehicles","Midstream",6.52499479793629,0.35123504722476,6.52499479793629
"CHE","Switzerland","Electric Vehicles","Upstream",0.13195182300076,0.45657137141714,0.13195182300076
"CHE","Switzerland","Gas","Midstream",4.45534172487121,0.419174615277285,4.45534172487121
"CHE","Switzerland","Gas","Upstream",3.91502738155464,0.434614947254196,3.91502738155464
"CHE","Switzerland","Nuclear","Midstream",4.08276522627577,0.446580209719663,4.08276522627577
"CHE","Switzerland","Nuclear","Upstream",0.13195182300076,0.45657137141714,0.13195182300076
"CHE","Switzerland","Oil","Midstream",4.71260669049656,0.404135182060235,4.71260669049656
"CHE","Switzerland","Oil","Upstream",6.10418083688314,0.468181524813113,6.10418083688314
"CHE","Switzerland","Semiconductors","Midstream",5.26984583192069,0.429161646579058,5.26984583192069
"CHE","Switzerland","Semiconductors","Upstream",0.13195182300076,0.45657137141714,0.13195182300076
"CHE","Switzerland","Solar","Midstream",6.48438212967091,0.435616541812322,6.48438212967091
"CHE","Switzerland","Solar","Upstream",0.13195182300076,0.45657137141714,0.13195182300076
"CHE","Switzerland","Wind","Midstream",7.79219387773929,0.452271732083564,7.79219387773929
"CHE","Switzerland","Wind","Upstream",0.13195182300076,0.45657137141714,0.13195182300076
"CHL","Chile","Batteries","Midstream",5.42921328564454,0.337110753662913,5.42921328564454
"CHL","Chile","Batteries","Upstream",-0.00664333363263112,0,-0.00664333363263112
"CHL","Chile","Coal","Midstream",-0.106481420292969,0.21583446105877,-0.106481420292969
"CHL","Chile","Coal","Upstream",-0.11658018124439,0.219797230160325,-0.11658018124439
"CHL","Chile","Electric Grid","Midstream",1.30816953398779,0.281729046690253,1.30816953398779
"CHL","Chile","Electric Grid","Upstream",-0.197088508463159,0.144590581855871,-0.197088508463159
"CHL","Chile","Electric Vehicles","Midstream",1.15070552260983,0.191825366363473,1.15070552260983
"CHL","Chile","Electric Vehicles","Upstream",-0.00664333363263112,0,-0.00664333363263112
"CHL","Chile","Gas","Midstream",-0.106481420292969,0.194049965012864,-0.106481420292969
"CHL","Chile","Gas","Upstream",-0.11658018124439,0.197549625955999,-0.11658018124439
"CHL","Chile","Nuclear","Midstream",-0.166953546183082,0.233024028103924,-0.166953546183082
"CHL","Chile","Nuclear","Upstream",-0.00664333363263112,0,-0.00664333363263112
"CHL","Chile","Oil","Midstream",-0.106481420292969,0.213318871660092,-0.106481420292969
"CHL","Chile","Oil","Upstream",-0.11658018124439,0.173582413185934,-0.11658018124439
"CHL","Chile","Semiconductors","Midstream",1.1254653303623,0.298073353879545,1.1254653303623
"CHL","Chile","Semiconductors","Upstream",-0.00664333363263112,0,-0.00664333363263112
"CHL","Chile","Solar","Midstream",0.991975177144173,0.281729046690253,0.991975177144173
"CHL","Chile","Solar","Upstream",-0.00664333363263112,0,-0.00664333363263112
"CHL","Chile","Wind","Midstream",0.991975177144173,0.229016288334261,0.991975177144173
"CHL","Chile","Wind","Upstream",-0.00664333363263112,0,-0.00664333363263112
"CHN","China","Batteries","Midstream",219.956124754381,1,219.956124754381
"CHN","China","Batteries","Upstream",0.695685738620101,0.883038670798737,0.695685738620101
"CHN","China","Coal","Midstream",29.6157027392265,1,29.6157027392265
"CHN","China","Coal","Upstream",71.86070855473,1,71.86070855473
"CHN","China","Electric Grid","Midstream",164.673005444167,1,164.673005444167
"CHN","China","Electric Grid","Upstream",15.0671535835813,0.690983005625053,15.0671535835813
"CHN","China","Electric Vehicles","Midstream",168.680998788388,1,168.680998788388
"CHN","China","Electric Vehicles","Upstream",0.695685738620101,0.883038670798737,0.695685738620101
"CHN","China","Gas","Midstream",119.742342032538,1,119.742342032538
"CHN","China","Gas","Upstream",41.1240019995205,1,41.1240019995205
"CHN","China","Nuclear","Midstream",38.0409412461318,1,38.0409412461318
"CHN","China","Nuclear","Upstream",0.695685738620101,0.883038670798737,0.695685738620101
"CHN","China","Oil","Midstream",121.103505293391,1,121.103505293391
"CHN","China","Oil","Upstream",38.6024252557682,1,38.6024252557682
"CHN","China","Semiconductors","Midstream",151.400796244066,1,151.400796244066
"CHN","China","Semiconductors","Upstream",0.695685738620101,0.883038670798737,0.695685738620101
"CHN","China","Solar","Midstream",126.116260386119,1,126.116260386119
"CHN","China","Solar","Upstream",0.695685738620101,0.883038670798737,0.695685738620101
"CHN","China","Wind","Midstream",141.154836489379,1,141.154836489379
"CHN","China","Wind","Upstream",0.695685738620101,0.883038670798737,0.695685738620101
"COL","Colombia","Batteries","Midstream",8.30346784096657,0.41171425595858,8.30346784096657
"COL","Colombia","Batteries","Upstream",0.0267401044882265,0.278174429209967,0.0267401044882265
"COL","Colombia","Coal","Midstream",2.61595950944367,0.401218900694963,2.61595950944367
"COL","Colombia","Coal","Upstream",1.43225129381322,0.400636774800385,1.43225129381322
"COL","Colombia","Electric Grid","Midstream",5.79214462254371,0.384088378211075,5.79214462254371
"COL","Colombia","Electric Grid","Upstream",0.0267401044882265,0.239554411558701,0.0267401044882265
"COL","Colombia","Electric Vehicles","Midstream",8.42172678715219,0.406878198854511,8.42172678715219
"COL","Colombia","Electric Vehicles","Upstream",0.0267401044882265,0.278174429209967,0.0267401044882265
"COL","Colombia","Gas","Midstream",4.63312030405624,0.440969335211629,4.63312030405624
"COL","Colombia","Gas","Upstream",4.33568138112552,0.449489742783178,4.33568138112552
"COL","Colombia","Nuclear","Midstream",3.56872649613882,0.41677005423884,3.56872649613882
"COL","Colombia","Nuclear","Upstream",0.0267401044882265,0.278174429209967,0.0267401044882265
"COL","Colombia","Oil","Midstream",5.06628373096367,0.440969335211629,5.06628373096367
"COL","Colombia","Oil","Upstream",5.25602768627777,0.43185593436706,5.25602768627777
"COL","Colombia","Semiconductors","Midstream",0.832177798941049,0.286534599922644,0.832177798941049
"COL","Colombia","Semiconductors","Upstream",0.0267401044882265,0.278174429209967,0.0267401044882265
"COL","Colombia","Solar","Midstream",4.05039862816415,0.399421825226937,4.05039862816415
"COL","Colombia","Solar","Upstream",0.0267401044882265,0.278174429209967,0.0267401044882265
"COL","Colombia","Wind","Midstream",6.18912087369079,0.423956521150518,6.18912087369079
"COL","Colombia","Wind","Upstream",0.0267401044882265,0.278174429209967,0.0267401044882265
"CYP","Cyprus","Batteries","Midstream",22.5206024167076,0.530939938605593,22.5206024167076
"CYP","Cyprus","Batteries","Upstream",0.319792078882529,0.508623253810562,0.319792078882529
"CYP","Cyprus","Coal","Midstream",5.650760204783,0.517627516149691,5.650760204783
"CYP","Cyprus","Coal","Upstream",2.83830256790828,0.463034344160047,2.83830256790828
"CYP","Cyprus","Electric Grid","Midstream",12.5427683967949,0.483314773547883,12.5427683967949
"CYP","Cyprus","Electric Grid","Upstream",8.37118657349629,0.527864045000421,8.37118657349629
"CYP","Cyprus","Electric Vehicles","Midstream",11.7416562376789,0.435616541812322,11.7416562376789
"CYP","Cyprus","Electric Vehicles","Upstream",0.319792078882529,0.508623253810562,0.319792078882529
"CYP","Cyprus","Gas","Midstream",8.44082656733013,0.503424818210682,8.44082656733013
"CYP","Cyprus","Gas","Upstream",4.63402706872747,0.485702604828074,4.63402706872747
"CYP","Cyprus","Nuclear","Midstream",5.83278028543485,0.503521301402304,5.83278028543485
"CYP","Cyprus","Nuclear","Upstream",0.319792078882529,0.508623253810562,0.319792078882529
"CYP","Cyprus","Oil","Midstream",8.70210429546603,0.496575181789318,8.70210429546603
"CYP","Cyprus","Oil","Upstream",5.3435298471328,0.439257404660481,5.3435298471328
"CYP","Cyprus","Semiconductors","Midstream",8.70046378556587,0.479130371550699,8.70046378556587
"CYP","Cyprus","Semiconductors","Upstream",0.319792078882529,0.508623253810562,0.319792078882529
"CYP","Cyprus","Solar","Midstream",10.5309892014033,0.496666518505348,10.5309892014033
"CYP","Cyprus","Solar","Upstream",0.319792078882529,0.508623253810562,0.319792078882529
"CYP","Cyprus","Wind","Midstream",11.1244375564391,0.506757991093071,11.1244375564391
"CYP","Cyprus","Wind","Upstream",0.319792078882529,0.508623253810562,0.319792078882529
"CZE","Czech Republic","Batteries","Midstream",28.6891682431082,0.627679006968745,28.6891682431082
"CZE","Czech Republic","Batteries","Upstream",0.342161568827166,0.7,0.342161568827166
"CZE","Czech Republic","Coal","Midstream",6.77428327830975,0.649620667990188,6.77428327830975
"CZE","Czech Republic","Coal","Upstream",3.69112933869343,0.662613645756624,3.69112933869343
"CZE","Czech Republic","Electric Grid","Midstream",17.4588949147361,0.64876495277524,17.4588949147361
"CZE","Czech Republic","Electric Grid","Upstream",9.16330160465058,0.55625890315197,9.16330160465058
"CZE","Czech Republic","Electric Vehicles","Midstream",17.0300302007175,0.571428571428572,17.0300302007175
"CZE","Czech Republic","Electric Vehicles","Upstream",0.342161568827166,0.7,0.342161568827166
"CZE","Czech Republic","Gas","Midstream",10.1811403707433,0.6194654184182,10.1811403707433
"CZE","Czech Republic","Gas","Upstream",6.39487115877515,0.572949016875158,6.39487115877515
"CZE","Czech Republic","Nuclear","Midstream",7.23836475739631,0.649620667990188,7.23836475739631
"CZE","Czech Republic","Nuclear","Upstream",0.342161568827166,0.7,0.342161568827166
"CZE","Czech Republic","Oil","Midstream",10.6231935343668,0.636100933916093,10.6231935343668
"CZE","Czech Republic","Oil","Upstream",8.25854750614486,0.606768845102093,8.25854750614486
"CZE","Czech Republic","Semiconductors","Midstream",12.1810619821403,0.651668522645212,12.1810619821403
"CZE","Czech Republic","Semiconductors","Upstream",0.342161568827166,0.7,0.342161568827166
"CZE","Czech Republic","Solar","Midstream",15.1035658154229,0.676100459736066,15.1035658154229
"CZE","Czech Republic","Solar","Upstream",0.342161568827166,0.7,0.342161568827166
"CZE","Czech Republic","Wind","Midstream",14.0657830912334,0.65564065658439,14.0657830912334
"CZE","Czech Republic","Wind","Upstream",0.342161568827166,0.7,0.342161568827166
"DEU","Germany","Batteries","Midstream",40.9218182733485,0.828486914235978,40.9218182733485
"DEU","Germany","Batteries","Upstream",0.530930048956005,0.84105545843966,0.530930048956005
"DEU","Germany","Coal","Midstream",10.4437900226244,0.826417586814066,10.4437900226244
"DEU","Germany","Coal","Upstream",4.34986957740854,0.732521109611411,4.34986957740854
"DEU","Germany","Electric Grid","Midstream",27.8327132937702,0.757091406077518,27.8327132937702
"DEU","Germany","Electric Grid","Upstream",35.5030893341101,0.827462203485785,35.5030893341101
"DEU","Germany","Electric Vehicles","Midstream",27.8416153534387,0.730313768177055,27.8416153534387
"DEU","Germany","Electric Vehicles","Upstream",0.530930048956005,0.84105545843966,0.530930048956005
"DEU","Germany","Gas","Midstream",17.8773198340556,0.805950034987136,17.8773198340556
"DEU","Germany","Gas","Upstream",8.34299429162966,0.666666666666667,8.34299429162966
"DEU","Germany","Nuclear","Midstream",10.4401209819444,0.78416553894123,10.4401209819444
